Tag;Parts_Id;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023
Vasi;1895;NULL;NULL;NULL;NULL;NULL;NULL;998.4;NULL;NULL;5.76;NULL;NULL;960;NULL;NULL;NULL;NULL;NULL;NULL;954.24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1909;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;952.32;NULL;NULL;67.68;NULL;952.32;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;480;NULL;476.16;NULL;NULL;NULL;952.32;NULL
Vasi;1910;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;952.32;NULL;NULL;NULL;NULL;952.32;NULL;NULL;952.32;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1428.48;NULL;952.32;NULL;NULL;NULL;NULL;NULL
Vasi;1911;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;954.24;NULL;NULL;NULL;NULL;952.32;NULL;NULL;954.24;NULL;NULL;NULL;NULL;952.32;NULL;NULL;NULL;NULL;NULL;952.32;NULL;892.8;NULL;NULL;NULL;1344;NULL
Vasi;1912;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;946.56;NULL;NULL;NULL;NULL;956.16;NULL;NULL;952.32;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1607;NULL;NULL;NULL;NULL;NULL;182.784;NULL;NULL;NULL;NULL;NULL;NULL;182.784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;182.784;NULL;NULL;NULL;NULL;91.392
Vasi;1637;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;43.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;44.352;NULL;NULL;NULL;NULL;45.696;NULL;NULL
Vasi;1639;NULL;NULL;47.04;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;43.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;45.696;NULL;NULL;NULL;NULL;45.696;NULL;NULL
Vasi;1662;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;161.28;NULL;NULL;NULL;NULL;NULL;255.36;NULL;NULL;NULL;NULL;NULL;295.68;NULL;NULL;NULL;NULL;94.08;NULL;NULL;NULL
Vasi;1664;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;47.04;NULL;NULL;NULL;NULL;NULL;158.592;NULL;NULL;NULL;NULL;NULL;40.32;NULL;NULL;NULL;NULL;77.952;NULL;NULL;NULL
Vasi;1671;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;86.016;NULL;NULL;NULL;NULL;141.12;NULL;147.84;NULL;NULL;NULL;NULL;NULL
Vasi;1682;NULL;NULL;NULL;NULL;NULL;74.592;56.448;8.064;4.032;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;28.224;36.288;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8.064;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1687;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;91.392;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;91.392;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1601;NULL;NULL;40.32;NULL;182.784;NULL;NULL;182.784;NULL;NULL;NULL;NULL;182.784;NULL;NULL;NULL;NULL;NULL;NULL;182.784;NULL;182.784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;274.176;NULL;NULL;NULL;182.784;NULL
Vasi;1602;NULL;NULL;67.2;NULL;182.784;NULL;NULL;182.784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;182.784;NULL;NULL;182.784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;182.784;NULL;NULL;NULL;NULL;91.392
Vasi;1603;NULL;NULL;91.392;NULL;182.784;NULL;NULL;182.784;NULL;NULL;NULL;NULL;182.784;NULL;NULL;NULL;182.784;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;182.784;NULL
Vasi;1636;NULL;NULL;45.696;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;53.76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;45.696;NULL;NULL;NULL;NULL;45.696;NULL;NULL
Vasi;1652;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;182.784;180.096;182.784;182.784;182.784;365.568;0;NULL;365.568;365.568;182.784;182.784;NULL;548.352;NULL;182.784;548.352;NULL;182.784;158.592;365.568;182.784
Vasi;1683;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;22.848;NULL;68.544;NULL;NULL;NULL;NULL;NULL;NULL;NULL;91.392;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1684;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;91.392;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;91.392;NULL;NULL
Vasi;1685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;91.392;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;91.392;NULL;NULL
Vasi;1925;NULL;NULL;NULL;NULL;NULL;NULL;988.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1926;NULL;NULL;NULL;NULL;NULL;NULL;1104;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1927;NULL;NULL;NULL;NULL;NULL;NULL;777.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1928;NULL;NULL;NULL;NULL;NULL;NULL;393.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
;1936;38.88;23.04;59.04;8.64;30.24;38.88;28.8;30.24;12.96;4.32;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1942;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5099.52;NULL;NULL;NULL;441.6;NULL;NULL;7557.12;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1943;69.12;NULL;NULL;NULL;69.12;NULL;NULL;86.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1944;69.12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1716;NULL;297.024;888.384;840;365.568;208.32;22.848;365.568;NULL;NULL;NULL;NULL;456.96;1073.856;1529.472;6.72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1717;NULL;NULL;685.44;548.352;116.928;159.936;68.544;NULL;NULL;22.848;182.784;159.936;365.568;822.528;1057.728;456.96;845.376;182.784;45.696;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1718;NULL;365.568;935.424;345.408;228.48;307.776;NULL;182.784;NULL;NULL;159.936;182.784;548.352;913.92;122.304;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1719;NULL;NULL;1667.904;1051.008;1096.704;1662.528;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1733;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.376;NULL;NULL;NULL;NULL;NULL;549.696;NULL;NULL;365.568;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1734;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3893.568;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1735;NULL;91.392;182.784;251.328;182.784;NULL;NULL;NULL;NULL;NULL;182.784;NULL;182.784;182.784;182.784;182.784;182.784;182.784;182.784;NULL;NULL;182.784;182.784;182.784;182.784;182.784;365.568;182.784;NULL;182.784;NULL;365.568;NULL;NULL;NULL;182.784
Vasi;1736;95.424;NULL;NULL;NULL;NULL;25.536;NULL;NULL;NULL;22.848;NULL;96.768;22.848;126.336;91.392;182.784;NULL;182.784;NULL;NULL;NULL;182.784;NULL;182.784;NULL;365.568;NULL;NULL;NULL;182.784;NULL;182.784;NULL;NULL;NULL;NULL
Vasi;1960;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3240;5822;NULL;6480;NULL;4320;NULL;NULL
Vasi;1961;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3240;5786;NULL;6480;NULL;4674;5940;NULL
Vasi;1962;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3240;6122;NULL;5374;NULL;4506;7020;NULL
Vasi;1977;NULL;NULL;NULL;NULL;NULL;NULL;2500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1979;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1080;3936;8640;4320;6480;8100;7560;4320;4320;2160;9180;3278;2700;4860;3780;3166;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1993;847.5;756;1080;435;NULL;1620;540;754;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1994;540;378;810;162;717;423;540;270;564;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1995;432;NULL;432;864;114;NULL;864;NULL;432;385.5;NULL;NULL;NULL;972;NULL;972;NULL;NULL;NULL;324;324;NULL;324;NULL;324;324;NULL;324;NULL;450;648;NULL;NULL;NULL;324;NULL
Vasi;1689;NULL;NULL;127.68;NULL;NULL;17.472;1037.568;NULL;NULL;NULL;114.24;NULL;NULL;NULL;525.504;169.344;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1016.064;1033.536;1018.752;NULL;NULL;NULL;NULL;NULL;33.6;NULL;NULL;NULL;NULL
Vasi;1705;NULL;NULL;NULL;NULL;940.8;NULL;NULL;806.4;NULL;964.992;NULL;403.2;NULL;NULL;403.2;NULL;940.8;28.224;NULL;1016.064;NULL;647.808;NULL;1072.512;NULL;NULL;1210.944;NULL;NULL;NULL;537.6;NULL;NULL;NULL;537.6;NULL
Vasi;1707;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;526.848;NULL;NULL;NULL;NULL;NULL;NULL;537.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1712;NULL;114.24;1450.176;741.888;342.72;538.944;NULL;45.696;91.392;319.872;114.24;456.96;456.96;1256.64;1788.864;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1714;NULL;114.24;1017.408;753.984;168;231.168;22.848;228.48;NULL;68.544;114.24;342.72;548.352;1096.704;626.304;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1721;NULL;NULL;845.376;555.072;182.784;71.232;NULL;NULL;NULL;68.544;NULL;NULL;182.784;774.144;936.768;770.112;688.128;731.136;182.784;182.784;NULL;913.92;NULL;913.92;1130.304;548.352;1279.488;NULL;731.136;388.416;731.136;365.568;NULL;NULL;753.984;1462.272
Vasi;1723;45.696;182.784;1559.04;1005.312;990.528;434.112;NULL;228.48;NULL;68.544;114.24;228.48;913.92;1325.184;1803.648;1713.6;1416.576;936.768;685.44;913.92;NULL;1142.4;456.96;3493.056;340.032;2284.8;3655.68;NULL;228.48;1447.488;228.48;913.92;228.48;456.96;2513.28;3034.752
Vasi;1730;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1846.656;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;731.136;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1750;NULL;NULL;NULL;NULL;NULL;225.792;NULL;NULL;NULL;NULL;NULL;45.696;NULL;NULL;NULL;NULL;NULL;225.792;NULL;NULL;NULL;NULL;NULL;NULL;NULL;266.112;NULL;NULL;NULL;NULL;NULL;NULL;NULL;637.056;NULL;NULL
Vasi;1751;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;298.368;NULL;225.792;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1752;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;677.376;NULL;NULL;NULL;3553.536;225.792;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1209.6;NULL;NULL;NULL;NULL;677.376;NULL;NULL;1913.856;NULL;NULL
Vasi;1753;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;451.584;NULL;405.888;NULL;451.584;451.584;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;776.832;NULL;NULL;NULL;NULL;NULL;NULL;NULL;690.816;NULL;NULL
Vasi;1785;1036.8;NULL;518.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1786;NULL;NULL;NULL;NULL;NULL;518.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1820;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1833;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;67.68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;2009;1908;1080;540;675;810;145.5;540;NULL;NULL;1350;540;1080;540;810;270;648;540;1106;NULL;NULL;270;808;1134;1032;NULL;270;NULL;NULL;432;NULL;270;270;1000;810;108;162
Vasi;2010;NULL;162;NULL;NULL;378;NULL;514.5;NULL;NULL;540;NULL;540;NULL;NULL;1080;540;540;270;576;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;2011;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1080;1080;2260;1720;2160;732;1428;1080;1080;2160;1680;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;2012;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;146;NULL;NULL;NULL
Vasi;2025;1036.8;2073.6;518.4;1555.2;259.2;NULL;518.4;259.2;518.4;NULL;259.2;259.2;354.24;518.4;NULL;259.2;259.2;NULL;259.2;259.2;881.28;NULL;NULL;259.2;622.08;1436.16;NULL;NULL;259.2;259.2;518.4;NULL;259.2;207.36;103.68;414.72
Vasi;2026;518.4;725.76;518.4;570.24;259.2;NULL;259.2;NULL;777.6;259.2;NULL;259.2;414.72;804.96;259.2;259.2;430.08;NULL;NULL;777.6;NULL;725.76;NULL;518.4;518.4;1814.4;752.64;NULL;466.56;1036.8;960;259.2;518.4;466.56;441.6;NULL
Vasi;2027;1814.4;3628.8;1555.2;2073.6;518.4;1036.8;2851.2;1036.8;1296;1404;3888;518.4;3360;2073.6;1589.76;1555.2;259.2;1296;1814.4;1555.2;3110.4;NULL;1036.8;518.4;2073.6;1036.8;1555.2;259.2;2332.8;570.24;259.2;3369.6;259.2;518.4;2073.6;259.2
Vasi;2028;2592;3628.8;1814.4;1814.4;518.4;777.6;1296;1036.8;518.4;518.4;777.6;1036.8;518.4;2619.84;259.2;259.2;1294.08;NULL;NULL;777.6;259.2;311.04;207.36;259.2;2125.44;1036.8;462.72;259.2;466.56;259.2;311.04;259.2;259.2;207.36;259.2;414.72
Vasi;1732;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;178.752;NULL;NULL;NULL;NULL;NULL;365.568;NULL;NULL;201.6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1737;NULL;NULL;182.784;182.784;NULL;NULL;NULL;NULL;NULL;182.784;NULL;NULL;182.784;182.784;182.784;182.784;NULL;182.784;182.784;NULL;NULL;NULL;182.784;365.568;NULL;365.568;NULL;365.568;NULL;NULL;182.784;182.784;NULL;NULL;182.784;NULL
Vasi;1739;NULL;182.784;NULL;182.784;182.784;NULL;NULL;182.784;NULL;NULL;NULL;NULL;182.784;182.784;365.568;182.784;182.784;79.296;NULL;365.568;NULL;NULL;NULL;365.568;NULL;365.568;182.784;365.568;NULL;NULL;182.784;365.568;NULL;NULL;NULL;182.784
Vasi;1748;NULL;365.568;182.784;NULL;548.352;NULL;NULL;NULL;NULL;NULL;365.568;NULL;NULL;548.352;374.976;1005.312;NULL;NULL;548.352;NULL;NULL;1279.488;NULL;182.784;1096.704;NULL;731.136;365.568;1096.704;NULL;521.472;NULL;NULL;NULL;NULL;NULL
Vasi;1755;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;868.224;NULL;1354.752;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1757;NULL;NULL;NULL;NULL;NULL;931.392;NULL;NULL;NULL;NULL;310.464;310.464;620.928;1552.32;1057.728;620.928;NULL;2173.248;NULL;NULL;310.464;NULL;310.464;310.464;1552.32;620.928;931.392;620.928;1241.856;997.248;NULL;310.464;NULL;NULL;1552.32;310.464
Vasi;1773;113.76;1490.4;1114.56;491.04;2969.28;1196.64;220.32;96.48;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1780;60.48;11.52;159.84;60.48;8.64;51.84;48.96;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1851;NULL;NULL;NULL;1036.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1852;NULL;NULL;NULL;1036.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1853;NULL;NULL;NULL;1042.56;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1867;518.4;NULL;518.4;NULL;NULL;518.4;NULL;NULL;NULL;1036.8;NULL;NULL;777.6;NULL;357.12;NULL;518.4;174.72;518.4;1034.88;NULL;NULL;NULL;1296;NULL;261.12;NULL;259.2;522.24;NULL;NULL;NULL;NULL;NULL;518.4;NULL
Vasi;1868;518.4;NULL;NULL;NULL;NULL;518.4;NULL;NULL;NULL;848.64;NULL;NULL;464.64;NULL;518.4;NULL;518.4;NULL;518.4;1036.8;NULL;NULL;NULL;1036.8;NULL;259.2;NULL;259.2;NULL;NULL;NULL;NULL;NULL;24.96;518.4;NULL
Vasi;1869;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;489.6;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1870;NULL;NULL;NULL;NULL;NULL;518.4;NULL;NULL;NULL;NULL;NULL;NULL;518.4;NULL;NULL;NULL;NULL;NULL;NULL;518.4;NULL;NULL;NULL;NULL;NULL;NULL;518.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1885;NULL;NULL;NULL;NULL;NULL;1424.64;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;952.32;NULL;NULL;NULL;NULL;956.16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1782;8.64;109.44;293.76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1787;518.4;NULL;518.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1841;NULL;NULL;NULL;NULL;NULL;NULL;216;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1846;NULL;NULL;NULL;NULL;NULL;NULL;213.12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Vasi;1855;113.76;1490.4;1114.56;491.04;2969.28;1196.64;226.08;399.84;581.76;408.96;1017.6;1006.08;1464.96;2152.32;1541.76;508.8;1507.2;1117.44;395.52;879.36;422.4;195.84;1900.8;197.76;268.8;351.36;241.92;1134.72;712.32;59.52;193.92;1351.68;184.32;681.6;1069.44;84.48
